n'atugamba	n'atugambay	n'atugshga	n'atigamba
temuvumisanga	temuvumisanga	heguvumiaanga	tfmyvhmisangz
egyalimu	egydlimu	egyzlumu	fgyalimk
mukole	mukolc	mkkolw	mikoie
yaazo	yaazd	yaazj	yqaai
akubooli	akubooll	akigooii	zkubkoli
omwenzi	omwenzx	lmsensi	omwenzi
by'empewo	oy'empewo	bh'empswl	by'dmkewo
yambuka	yambukam	yqmhjka	gambukx
ssaagala	msaagala	ssaqraka	xsaagzla
n'obwoya	n'obwoyad	b'ibwoga	n'obwoyc
n'addiza	n'addizak	n'wddiaa	n'xddizc
bw'akyukanga	bl'akyukanga	bw'wjyumanga	bs'auyukanga
ulaayi	ulaayii	ukaaym	ulqayi
tunaakwatiranga	tunaakwytiranga	tunasksatigahga	tunaakwayiranew
eyamanyiira	gyamanyiira	eyqmxnyijra	egaganyiira
okuloopa	obuloopa	okukkopa	ouuloopa
akawuka	bkawuka	auawuuw	akswuia
seera	secra	swrra	ssera
ez'obubi	ec'obubi	ex'kbubi	ez'ovuvi
nsaba	hsaba	fsaba	gsanq
eby'ekyama	eby'ekyamaw	evt'ekyamw	ebt'ekysmx
n'okubula	n'okjbula	b'okubupx	b'okubuls
n'attira	n'rttira	n'wttuga	n'xftura
kwange	kxange	naanbe	kdxbge
gy'emivule	gy'emivulee	gt'ejibule	gy'emivhle
omwami	omwami	lmwxni	imwamj
baboogerako	baboogerakox	bzbooberaoo	bqboogerwkp
munaazikiriranga	munaazikirivanga	muhwaziooriranga	munaasjkirirsjga
n'atalekaawo	n'atalekaaso	n'atalekdaqp	n'dtskekaawo
ekinnya	ekiunya	fkknnyx	ekjnnta
ekitone	ekihone	ekltoge	eiitone
n'okujeema	n'okujeemg	n'okugewma	n'okujfema
bw’atyo	bw’atyp	bw’ahjl	bw’amyo
okusala	okusalan	kkyeala	onuzalw
yakuutira	yakwutira	yakuhtifs	yanyutiea
tososola	tosfsola	tososolq	tksosooa
okulungi	okueungi	okulkhfi	okukunvi
okutulumba	okutulumbaq	okutulumbw	ooutylumba
ez'engulu	ezvengulu	ea'enguou	sz'wngilu
ikoniyo	ikonico	iligiyo	ikkniyo
ng'aliko	ng'alikf	ng'wlikl	ng'alilk
musiya	muswya	muskyz	muskka
olwaka	olwakae	plqaia	ildakw
abenkana	avenkana	abenjwns	abenmana
kizze	kizze	kuaze	kiase
atayimusanga	atayimusdnga	ztqyimhsznga	atayinuszhga
zuuli	zuulit	zuumo	zuuki
biyiika	biyxika	niyooka	blyiiuz
ag'entiisa	ag'enbiisa	ag'ejtkksa	ag'wnrilsa
n'eggya	n'bggya	n'rggus	n'eghya
n'okukungubaga	n'okuxungubaga	n'koukungubagw	m'lkuuungjbagq
kiruumibwa	kiruumibwi	kuruujibqa	kkeuumibea
kemweri	kbmweri	lemweti	lemarri
nnyimiridde	nnyimiridden	jjyimirifde	nnyihiridse
evaayo	evaaso	ebqwyo	rvaayl
teziriiko	tezixiiko	trxjriiko	reziroino
obutangaavu	obuaangaavu	obutxngadvu	lbutangqxvu
obasaasaanye	obasaasaanyet	obaxsaeaanye	ogasaasaanyd
kabunkulo	kabunkulos	nabunkulp	kabhnkuli
n'ekiwuugulu	n'eliwuugulu	n'eijwuugilu	g'ejiwuhfulu
ng'eggaali	nv'eggaali	ng'egtqxli	ng'evgaalj
amawanga	amawangao	ajawsnha	amaqahgq
olwane	oluane	oiwzbe	oldang
n'amannya	ntamannya	n'ahsnnja	n'amanhyd
ebukiika	ebukgika	efumiuka	ebjkiuka
agalo	agalou	agalp	zgalk
ng'azinira	ngmazinira	mg'azinirz	ng'aaimiea
mukuŋŋaane	mukuuŋaane	mukuŋŋaanr	mukhŋŋaanr
yawangulidde	ybwangulidde	yswxngulodxe	yawangukidde
eyeebagala	eyeebagaja	egeebagqma	eyeeyagala
bwogi	bwogj	bwohi	bwohi
z'anaaviirangamu	zeanaaviirangamu	z'anxavoivangamh	z'anwaviorangwmy
eriri	eriui	erieu	edihi
banaaliiranga	banaaliirangb	ganaaiiifqnga	banaaliorahgz
kammasi	kammxsi	kwnmaei	kzmmawo
okuliibwa	okuliijwa	ouulikbww	okuliibsa
balifumitibwa	balifumdtibwa	balifukitihwa	galigumitibwa
n'ajjukira	n'ajjukcra	n'sjjukiga	n'aijukirx
gweraliikiridde	gweralirkiridde	gqeealiikotjdde	veerqliikirisde
ak'omwenda	tk'omwenda	ak'onwenda	ak'omwebea
okusimbula	okusivbula	okuaimbhia	oijzimbula
kufaanana	kufqanana	kufwxnwna	kueqanaha
mikaeri	mieaeri	miiadri	miowedi
n'okweyongerayo	n'okweyongerayos	n'puwejlnyerayo	h'loweyongersyo
tonoonyanga	aonoonyanga	tonolbtanga	tohoonyaggq
ekituukirivu	ekituukzrivu	ekitujkirovk	ekltiukidlvu
n'ebimuli	n'ebimgli	j'rbimkli	n'ebumupi
yekoyakini	yekoyskini	yekpgxkini	hekouakiji
n'okutyanga	n'okutyanpa	n'okutgangq	n'lkuthajga
tebuva	uebuva	ttbuga	hdbuva
olw'okweraliikirira	olwzokweraliikirira	olw'ljweeamiikiejra	lkw'lkweraluukirura
y'ennyanja	y'ennyanjae	j'ennyahja	g'rnntanja
eky'omukka	eky'omukkao	ely'knukka	epy'omukka
oluusi	olfusi	omiuqi	oliksi
n'eggaali	n'ecgaali	n'eghaqli	n'wggqaoi
asunguwalira	asunguwalirg	zxungywalura	asunguwsmjrq
ndimuzuukiriza	ndimutuukiriza	ncimuxuukirizs	ndimuzuuojruaz
katottda	kntottda	kqtottda	kxmottda
gaweddewo	gawedpewo	gawexwewk	fawedvewp
omuluusi	omuluysi	okuluiqi	omulhuso
gulwadde	gulwadde	njlwadfe	gulwaddt
ey'omwoyo	ey'oowoyo	eg'pmaoyo	wg'omwoyo
byayo	byajo	byayk	hhauo
ag'omwana	ag'omwafa	zg'okwxna	an'omwana
munaasanyukiranga	munajsanyukiranga	jugaaswnyukirwngq	munaaszhykkkranba
emitala	emiuala	ehotwla	emiealw
bw'onooyinza	bw'onooyinzx	bw'onokyifxa	bs'obooyknza
zimu	zimq	ximj	zimi
ng'agudde	np'agudde	mg'agudef	ng'agucdd
eyaayaanira	eeaayaanira	eywaywabira	eyaataajirs
bwabanga	bwabangax	hwqbamga	vwabantz
okubuuliranga	okubouliranga	okibuuljrqngz	okjbuulifanga
ogw'ekiweebwayo	ogw'ekiweebwayou	ogw'ekiweebdxto	otw'ekiwerbwwyo
omwegendereza	ouwegendereza	phwehenderrza	omdegenderfza
ng'agalamizibbwa	ng'agilamizibbwa	gg'agaoamixibbww	gb'agalanixibbwa
ababuulidde	ibabuulidde	absfuulirde	xbavkupidde
okubulawo	okubulawo	okubiowwo	okubukxwo
ng'omulabe	ng'omulcbe	nh'onuoabe	ng'pmulabe
n'eyatwalanga	n'eyatnalanga	n'eyztsalsnya	n'fyatwakanna
bategese	bategesl	bxgegrse	batsfese
ez'obukiika	ez'obukiikav	ew'obuliika	ex'lbukiiux
mutuukirize	mutuukirnze	mhguukitize	jutuukirixe
n'ab'omu	n'ab'ome	n'ab'pjj	j'qb'ohu
ey'ekibira	ej'ekibira	sy'ekibirs	ry'dkibira
ey'amaggwa	jy'amaggwa	eh'ahaygwa	ey'amsggww
kinaabeeranga	kinazbeeranga	kinaxveeganva	kinaabderzjgz
banaanuula	tanaanuula	bshaqnuula	banaanuuoz
kogula	kogulai	olfula	kohnla
ogume	ogumk	ogukd	pvuhe
mulabise	mulabisa	mulabkqf	yulavise
azze	azzez	wzae	szze
n'ey'ekisiikirize	n'ey'ekisiikirizeh	n'fy'ekisjikigize	n'ey'ekusiikirizd
kitukuvu	kitukwvu	kihukunu	kitjnhvu
kitegeezebwa	witegeezebwa	kitfgeezeyea	kktehesxebwa
ey'omuddu	ey'omuddf	ey'ohhddh	ey'omufdk
n'empewo	f'empewo	n'ehoswo	n'emlewp
olireeta	olareeta	oouteeta	plifeetq
ng'amatabi	cg'amatabi	ng'amatabi	ng'ajatabi
n'abalwanyi	n'bbalwanyi	n'abajwanyu	n'sbalsanyk
kirooto	kirootj	ojrooro	kidokto
siibuuzibwe	niibuuzibwe	siobuuzigwf	ciinuuzibwe
n'amusanga	n'amusangaw	n'anhsanga	j'amjsajga
alimutiisa	alimxtiisa	alimutiisa	akimktuisa
ez'ennyumba	ez'emnyumba	ed'ennyuhba	ez'dnngumca
temusinga	temasinga	temusmgga	getusinga
badde	baade	baddt	badrd
baayitibwa	baacitibwa	baayyyibwa	baayjhihwa
kinywera	kinbwera	kobyweda	kijyderq
okumuwa	okumuja	okuhowa	kkumuwq
azuukuse	jzuukuse	qzuukuse	axujkuse
yabawandiikira	yabawandiikirau	fabawandoikifa	yabxwandkikkra
totunuuliranga	totunuxliranga	tktinuuliexnga	gotuhukmiramga
n'azza	n'aeza	g'xxza	n'azza
olw'ekyo	olwfekyo	kow'ekyo	plq'ekjo
yeekaliriza	yeekaqiriza	yeemallrixa	yefkapiroza
lisinga	lisingab	kisjngx	oisinfa
erizikizibwa	enizikizibwa	eruzkkizihwz	erozikozigws
onesifolo	onesqfolo	knecofolo	onexifolo
ag'amaanyi	ar'amaanyi	ag'amwxnyi	ag'snaanji
n'awafulumirwa	n'apafulumirwa	n'awafulumjdwa	n'awsfilimirea
gulumiza	gulomiza	gulkmjza	gulimiaa
njazi	njazip	gjazo	nyezi
twalanga	txalanga	raalxnga	twqkanta
ekinaabirwamu	ekinaaborwamu	eklbaavirwaju	ekknaxbirwamu
ezera	ewera	szsra	wzera
ogutayinzika	ogutayingika	ogktwhinzikw	lfutatinzika
n'ankomako	c'ankomako	n'xjkomamo	n'ankpmako
ekibya	ekidya	ejibjq	eoibuz
olw'okukola	olw'otukola	olw'omukopa	ouw'koukola
w'oluganda	w'ojuganda	w'omugsnds	w'oijyanda
babivuma	babivzma	babivuha	bavivujq
n'abalala	n'abalila	n'abakqka	n'abzmalq
ki	kic	ki	ku
balizikiriza	balizkkiriza	balizjkiriae	vwlixikirizz
kassubu	kaswubu	passkbu	kaxvubu
n'abalekera	n'abmlekera	h'ahakekera	b'abaleifra
noonya	nooaya	nkkgya	noogha
n'ekikondo	n'ekokondo	h'euikohdo	n'ekjjobdo
n'omuntu	k'omuntu	n'onuntu	n'okumtu
bikuŋŋaanira	jikuŋŋaanira	biluŋŋxxnira	niiuŋŋaanirw
bw'aneeyamanga	bwraneeyamanga	bw'wnfetahanga	fw'aneeywmzggx
oligikolera	oligiaolera	oljyikolera	olugjkklsra
batuulenga	batuulcnga	batuuleugz	batyilengs
yekamiya	yedamiya	yeksmihs	gfkamkya
n'obibikkulira	n'obigikkulira	n'obibikoylkra	n'obifiukulira
muzzeeyo	muzzeeyo	muzxdeyk	nuzzewyo
misali	hisali	nixali	miswou
ddiba	ddibai	dsiba	deiba
okumasamasa	okumesamasa	okkmawamwsa	kkukassmaxa
malesa	malesac	maiesa	malewa
ng'anaatera	ng'anaaterai	nb'amqatera	ng'anawtera
kiyira	kizira	kihieq	kljifa
beneyakani	beneyakanc	benegaiahi	bendyaksni
kyonna	kyonnaj	iyonga	kyokna
okuwaguza	ckuwaguza	pkuwaguza	lkkwagusa
bimuwonako	bimuwonaka	bomywobako	binuwknako
gukala	gukalav	tykaia	gukqlx
booze	boozeo	bkose	biozd
ensumbi	evsumbi	enwukbi	wnsumbi
by'akoze	by'akozef	by'aipae	fy'akpze
okumufuula	okufufuula	ouymufkula	lkumufkula
bazzukulu	batzukulu	bazzukuij	gazzukylj
awali	awalz	zaali	wwapk
balimmanya	balimmakya	bxmimmanyw	halummahya
eky'obusungu	eky'obusuggu	ekh'kbydungu	eky'ibmsunru
amafunfugu	asafunfugu	wmsfugfugu	dkafunfugu
obutuukiridde	obutuukipidde	obithuuirjdde	ogutuikkrixde
eky'amawanga	eky'amawqnga	emy'amxwahga	eyy'amadanga
falaawo	zalaawo	fqiaxwo	famaasl
mwajeemera	mwajeejera	mzajeehera	mwwjeemerx
olw'abalonde	olwaabalonde	llw'abqlonde	olw'anamonde
birikankana	birskankana	nidukankana	bidkkankana
bud	gud	bid	bhw
oluba	ozuba	klhba	olibx
tebalyanga	tebalyangal	tefzlyangs	tebqlyagra
bazikiririza	bazikirnriza	nazikiriruxx	vaaijiruriza
musituliro	mufituliro	mksjtuoiro	muaituplro
mukyama	mxkyama	mukhams	yulyama
mutunule	mutunulel	mutujjpe	mutuhile
afugira	afugiri	xfutora	afkyira
bayudaaya	bayudcaya	bahhdsaya	bayueazya
agissa	agissai	agisae	shissa
lemaliya	lemnliya	odmxliya	lemalijs
n’atta	nhatta	h’atta	h’attx
bammwe	bammweg	nammwa	bwmmwf
n'omuti	nsomuti	n'phufi	n'kmufu
mutunulenga	mutunutenga	mytunuownga	nuhugulrnga
tukwebaza	tukwebazz	tukeebaxs	tulqebasa
akola	akoll	skpla	akolx
ng'olukindu	dg'olukindu	ng'olukinrj	mg'opukindj
ab'ekitiibwa	ab'ekitiibha	av'ekitkobwa	ab'euitiibwa
balinakuwala	bulinakuwala	balumakhwzla	balinamkwala
n'asookera	nlasookera	n'azpouera	n'asookeew
n'ezobu	n'etobu	j'ezobu	n'ezonu
kizise	krzise	kieose	nozisd
n'ab'amateeka	n'ab'amvteeka	n'sb'amzreska	n'ab'ajztdeja
akwagala	hkwagala	akwanala	anwagalw
by'abaddu	by'abnddu	bg'zbaddu	hy'anaddu
olizibikkako	olizibikkkko	olizibukkzuo	olidihikkakl
buyudaaya	buyudaaxa	yuyudaayq	buyydaaha
ng'okiyita	ngxokiyita	hg'okjtita	nh'okiyita
n'okutangaala	n'okutxngaala	g'okurangaaia	b'okyyangwala
okwo	okpo	plwo	oido
ebuvanjuba	ebdvanjuba	evuvanjibq	ebuvahhuba
okwesiga	okwesigq	okwedpga	omwespga
yeesigamanga	yeesigamarga	yfdeigamabga	teesigajxgga
n'enjegere	n'enjagere	n'ebjwgere	n'emjegere
bamukubagiza	bamukubagtza	bamikuhzniza	bamukkbagizw
ky'amawanga	ky'amawdnga	ku'amawabgq	ky'ahawahga
ez'o	ez'l	ez'o	ez'o
atambulatambula	atambulatymbula	ztambumatakbupa	atamnumstannula
banaakubibwanga	banahkubibwanga	banaakhbjbeangx	bwnaaiubibwamga
lokola	lnkola	lololw	oojpla
n'amutaagula	neamutaagula	n'amutasgkmq	n'ahugzagula
mutaakole	mugaakole	jutsakolr	mutqakole
ez'abaali	az'abaali	ez'abazll	fz'agaali
ag'emirembe	ag'emieembe	ag'emidemhe	ag'wkirrmbe
kuweereze	kuweerpze	kuwewdexe	kuaeetrze
muffe	muffw	mucfw	nutbe
waabu	waabp	wazby	wwavu
mukiiti	mueiiti	mukoktu	mykiihi
asenaasi	asenaask	asdnaazi	addgaasi
anaasembezanga	anaadembezanga	anaseembezamgz	ayzacembezanna
mutudde	mutudfe	kitudxe	kurudde
lyazo	lyaza	lywzl	luazl
nnabbugira	lnabbugira	nnabjugifa	nnabhugisa
birifuuka	birnfuuka	bkrifjukx	birjtuuka
yayiri	yariri	yayifi	hauirk
takolanga	takolangy	takpnanga	takllanga
ssuuli	fsuuli	sauuii	zsuylo
yo	yf	yo	yp
n'enguudo	n'enguudv	n'ejruuvo	b'ebhuudo
ey'obutali	ey'obutaliv	ry'obuyalo	fj'obitali
nnene	nnexe	nbeje	nnenv
balufuula	balufuulq	bsluruuls	bxlufuula
addukirenga	addukirxnga	xddjjirenga	zddumifenga
n'amutunda	n'amutunda	n'amutuncx	n'smufknda
balemwa	balemwo	bapekwx	falemaa
bikolebwenga	bikolkbwenga	bokolebwemgq	bikolfbwdngs
n'akungula	t'akungula	n'akungkls	n'akujgkla
misaeri	fisaeri	miaaeto	mldaerl
tawadde	tawajde	tadadde	haezdde
n'asinga	npasinga	n'xsingw	n'aeinfx
osinga	osiyga	oaknga	nsijga
byagenda	bmagenda	byxgfbda	byahejdq
ery'ekiweebwayo	wry'ekiweebwayo	evg'ekiwrebsayo	rry'ekiqeenwayo
temuwanga	temuwasga	gemuwanya	tenuwzngs
bunaku	bunaki	btnxku	buhqku
eruteke	eruteke	edutske	fruteke
eyabadde	pyabadde	eyabafee	eyqbacwe
mpaka	mhaka	kpakz	mkakw
biwoobe	biwoobem	biwllge	fiqoobd
ayaayaanira	yyaayaanira	ayaqyaanifs	syaayawblra
n'akungubagira	n'akungubatira	n'xkungunayjra	n'akumgubxgkrz
weeyazike	weeyazkke	wdeyaxuke	eesyazike
n'agissa	n'agissab	n'ahusda	g'qnissa
otusaasire	xtusaasire	otucqaslre	otuswzsirr
okubata	ozubata	ooibzta	okuhata
gumalewo	gumalewp	gumslewo	guhqlswo
tebalabikanga	tebaaabikanga	twgalqbiianga	tebqlwbikanrs
obwenkulumo	obwenkulgmo	ibwehkuluko	kbwfnkulhko
luwenda	luwunda	ouwenca	lyewnda
okubategeeza	okubategeeia	ojufatrgeezq	okubategrdza
lwagwo	lwadwo	kwzgwo	lwagwp
kulya	kuzya	kylta	nilya
n'omu	n'omu	n'iju	g'omu
galibeera	galibeeya	galkhsera	naliberrq
akutoowaze	akutoowaue	aouyoowase	aiutoowazf
misiri	misiris	niairi	biskri
mulagaane	mulagaane	mulagsahf	mulagasmf
bikumi	biknmi	bllymi	vjkumi
munnaabwe	munnaybwe	munnaqbwe	kknnaxbwe
gwasanyuka	gwasanyuka	ywasanyuka	gwaeanyuns
ebigenda	ebicenda	ebjgsnwa	ebigxnda
lw'emirimu	ew'emirimu	lw'fmigkmu	lw'enltimu
yakola	nakola	haiolw	uakkia
zadoki	zedoki	dadoko	saxoki
yeetangirira	yeetangiriram	ydetxngorura	yertsngirlea
ebidiba	ebidiya	ebudkba	ebiwibs
aleeta	aleeda	aoertx	ajeetq
bamwambaza	bamwambada	bamdambazd	bqmwamgazw
g'olukiiko	g'olukfiko	g'oluklino	g'olhkijko
balizuukira	balizuzkira	baliziulifa	baliskkkkra
eby'edda	ebq'edda	ebj'evca	ebh'ecda
amavuunike	amavuunige	wmaviuhike	ajaguunikw
ky'alirwaza	kyvalirwaza	ku'qlirwazx	ly'alidwazs
tutegeeze	tutegeezw	hjtegeeze	tntwgeeze
ng'alimba	ng'plimba	bh'alimha	ng'alimra
takani	takaii	twkwnl	takamp
y'omutuukirivu	y'omutuakirivu	t'omytukiirivu	y'omhtiumififu
okusanyusa	okdsanyusa	okudanyusa	olusanyusq
okuzibya	okuzibyae	ikuzibts	okuxlbua
balagirwa	bazagirwa	bslagirza	baoagkrsa
n'ababazzi	n'abqbazzi	n'absbaazl	n'abxbaxai
boffe	bofze	boyfe	bofbw
ey'ekiweebwayo	sy'ekiweebwayo	ey'ekjqeebwatl	ey'ekiweegwaui
bw'alikiwulira	bw'alikiwulipa	bw'alkuiwiliga	bw'akjmiwulira
nnya	nnua	nmta	bnha
ogw'obutali	ogb'obutali	oge'obgtali	pbw'obutali
akomawo	aqomawo	qkojxwo	akohaqi
gaakolanga	gaakolanda	gazkoiangw	gaqkolanna
lw'ebigambo	lw'ebigbmbo	ow'ebogambk	lw'ebifahbo
n'omutukuvu	n'omutukgvu	n'omktukyvu	n'okutinivu
essogolero	essogovero	dcsogomero	essobolefp
abatagondera	abetagondera	abahxgobdeda	abatafohdegw
okumuzikiriza	dkumuzikiriza	kkjmuzjuiriza	okumizikirixa
okuyingiranga	okuyingirayga	omuykmfiranga	okuyohgiragta
yayogera	sayogera	yayigsfa	ywyigdra
yalyanga	yaeyanga	galjxnga	galyanga
anaalyanga	anaalyznga	anzaoyqnga	qnxalyznga
bugga	buggk	buvgs	bugta
tekiivenga	tekirvenga	fekiivrngx	tekolvengq
yesesi	yesisi	yssrei	yeweqi
abayingirira	abayingirirt	abayinuoeira	anayingorida
g'enguudo	g'enguuno	g'smguudo	g'rnguuvo
walagira	calagira	daiayira	ealabira
n'omuzira	n'omuzirax	n'omualra	n'omtzira
okusunguwala	okueunguwala	okusjngueqia	okuwumgkwalx
yamuddirira	zamuddirira	ywmuddifirw	yamuddjeyra
temubatyanga	temubatwanga	tdmufagyanga	trhyhatyanga
obibuulirirenga	obobuulirirenga	ibobuulirirenga	ibiguupirisenga
n'agaanibwa	n'agaaqibwa	g'xfaanibwa	n'agasnibwq
batusembeza	batusfmbeza	barusdmbesa	batjdembess
ebibaddeyo	exibaddeyo	egigaddeyo	ebigacddyo
olw'enkya	olw'enkyad	olw'rnkya	opw'ennya
g'ebyo	g'egyo	h'ebvo	c'ebjo
yakinso	yekinso	jakinwl	yskinso
amasongezo	amasongezob	qkasongezp	amasojgdso
teyandirese	teyandigese	tsuandirfse	teyanfltwse
n'olw'okusanyukirako	n'olw'okusanyufirako	n'olw'kkudanguklreko	b'olw'okusanyumugako
waaliwo	waalmwo	wqaoiao	wwalkwp
wateeka	mateeka	eatseja	aateeks
egguuliro	egguufiro	egguuplrp	ebgkhliro
agolodde	anolodde	agokoere	agllkdde
bw'eba	bw'ebab	bw'eba	bw'ebx
lwatika	ewatika	lwatols	lwatiyz
banoonya	banoonya	bagoojyw	bxnlonyx
ng'ennangaazi	ng'ennangrazi	ng'ennangzazi	nt'ennabnaazi
ey'embaga	ey'emdaga	ey'ekgaga	ey'fmbarx
ogw'okutegeera	ogw'okutegeeraf	ogw'lkjtwgefra	kgw'oiuteyewra
ogatte	ogatter	igahtf	mgatts
ky'abadde	ky'abadje	kh'abadsd	ky'abxdde
kasanvu	klsanvu	kawajdu	kzsanvj
ezaava	ezaavn	eaasva	ezxagw
ensulo	ensuto	ebqumo	dnxulo
abakuuma	abakuhma	abwkuims	abakujma
oliteeka	oziteeka	omjtdeka	oiitefna
kulibeera	kulwbeera	nulifeefa	kklinewra
ak'okuna	akjokuna	sn'okuna	ak'okuta
zireme	vireme	zugwme	sirfke
nnawulirira	nnawrlirira	nbaeukirira	nnarulurita
kubagasa	kubagksa	iubwbasa	kibagaew
n'okubeeraliikiriza	n'okubeeraliikirzza	h'okubreralilkidixx	h'plubeeralijniroza
alinywa	alincwa	qkunywa	xlknyaa
ekyayogererwa	ekwayogererwa	ekyauigwrerwz	wnyagogererwz
bakasiru	bakasirut	nskaairu	fskasigu
ndisanyukira	ndisanyuklra	ndisznyylirz	nwieantunira
zalesani	zalesdni	azlesahi	zaodsahi
b'ewaabwe	b'ewaabwev	v'ewaagwe	n'edaabwe
bawunama	bwwunama	gawhnwma	bawnnzma
n'agatta	n'agatra	g'qgatta	h'agattq
basima	basbma	baqima	bssimx
bankuŋŋaanirako	bankuŋŋaanprako	bankuŋŋqanirapo	bxnkjŋŋaanurqko
wafulumamu	wafulemamu	wafuoumwmu	aafkoumamu
w'omuzabbibu	w'omuzabhibu	w'omuzabfobu	w'kmuxabbibu
omusanvu	omusanpu	onusanvu	omudcnvu
bamuleetera	bamgleetera	bxmulegtera	bakulertdra
matwale	matwale	jagwame	magwala
eky'amaliba	eky'amalibac	eky'amalijw	eky'amaiuba
a'ennyumba	a'eznyumba	a'enhtuhba	z'embyumba
ng'evaayo	ng'evazyo	ny'rbaayo	nv'evaayl
n'embazzi	nbembazzi	n'embeszi	n'embzzzi
obukovvu	obukovvz	ohumovvy	obukivvk
balwanyisa	balwanyisau	balwantusa	balwanuisa
yalamusi	yalamuyi	yalamjqk	yxlwmhsi
okubayingiza	okubayingkza	kkunayijgiaa	pkkfayingisa
abalituula	abalituula	anqlituuma	avxlituulz
ey'ekkomera	ey'ekkomeka	ey'ekkihfra	dy'ejoonera
omuwazi	oeuwazi	omuwaai	imuaazi
n'akubibwa	n'akubibca	n'ajububwa	n'wkubibwa
tulwana	tulwanal	gulwsna	tklwsna
mwokka	zwokka	hwokjx	maojka
mugolokofu	mugoxokofu	murlmokofu	mugkookofu
bunene	aunene	hknrne	nugene
n'anyweza	nganyweza	j'zbyweza	g'abyweza
gw'eweema	gw'ewenma	ga'ewerma	gd'ewesna
obukumi	obukumic	kbukumi	obhoymi
ow'amaanyi	od'amaanyi	ow'amasnyi	od'ahaanyj
olebu	olewu	olrbk	ipegu
birimala	birimaha	girinxla	buromzla
ndinenya	ndisenya	nvinegyq	ndinrnyz
ebinnya	ebingya	rvinnyw	evignja
ebikwolesebwa	ebikwxlesebwa	ebikwkkesebwa	ebikwoiwsebwd
emikuufu	emikuufuf	dmikukfi	emiluuty
akyusizza	asyusizza	angusisza	akyusiaxx
awulidde	awuliddu	aenlidde	awulidvf
lusimba	luoimba	iusimba	luslmna
ndiserengeta	ndinerengeta	ndjserengwhw	ndisrrentwta
ky'amatoffaali	ky'amatofdaali	ky'akagitfaali	uu'amatoffaali
gambanga	gambanka	nambzngq	gakhwnga
eyasalibwako	eyasalibwakom	dgawalubwako	dyaaaiibwako
kutianga	kutiangac	nugiagga	kuvixnga
kufudde	kafudde	lufufdf	kufkwse
n'ayolesa	n'ayolesz	n'ayllewa	n'ayjleca
n'eŋŋamira	n'dŋŋamira	g'eŋŋwmira	n'eŋŋxmirx
lukama	luaama	lnkamw	luuama
kw'emimwa	kw'emiywa	ka'ekijwa	ow'emimez
bw'ayera	bw'ayerx	bw'qters	bw'ayera
lunaatera	lfnaatera	hunwatera	lunaahdga
tebawasa	tebawasn	tebszasa	tdbweasa
tekuli	tskuli	temklj	ywkulj
bajjajjaa	sajjajjaa	fajjqnjaa	nxjhajjaa
kizikiza	kizikzza	lizikkzs	kiaijiza
ebyagunjibwa	ebybgunjibwa	ebyagymiihwa	dbyayunnifwa
amuyita	amuyitaw	amufkta	ahyyifa
segubu	seguuu	segkbo	wegubi
n'abasabira	n'tbasabira	h'wbqsabira	n'abxsanirq
yabeerangamu	yabeerangcmu	yabferahgami	yabedrsngamu
bisuniya	bisuuiya	bysjniya	visunlys
obulabi	bbulabi	ovulcbi	ovupabk
tuliba	tujiba	tuiivw	tulins
n'emuluma	nhemuluma	n'ehiluha	n'enulymz
yajulira	yagulira	yqjuliya	yqjuljea
banjeemera	batjeemera	bagjsemera	bxnjeemerz
nkwata	nkwatai	mmwara	nkqzta
wansinsi	wansinsx	wanqjnsj	qanzinsi
alooai	alooaiq	zpooak	alikai
tega	tegau	tsgz	yeba
bafuga	bafugax	bxfkra	bzfiga
g'ennyanja	g'ennyanka	g'engyqnja	g'ebnyanja
bw'ennyama	bwnennyama	bq'rnnyams	bw'engjzma
ez'ensonda	ez'ensondal	ez'wnsonfa	ez'enconda
nteesezza	nteesezzat	ntgesezzq	gteesezzq
n'enku	c'enku	g'snku	n'wnoh
bw'alijja	bw'alijjq	bw'xlihja	fa'alimja
eby'oku	gby'oku	sby'oku	eby'oul
asuulibwa	asumlibwa	asuuiibwa	asyulibwa
gaggweerera	gaggweererax	gaggaserefa	naggwrwreda
wakisa	waknsa	dwkksa	wakica
gayimusizza	gayimgsizza	gqyimjdizza	gaylkhsizsa
n'eddoboozi	n'eddoxoozi	n'eedoboosu	h'edxoboozi
gy'awaayo	gy'rwaayo	vy'aaaayp	gy'xwxaho
ag'empologoma	ag'empologima	ag'empoponkma	zg'empooogomx
bw'aliweebwa	bw'aliweebwa	bw'alidwebex	ba'aliqeebwa
musabe	musate	jhsage	kjsafe
okunywanga	okungwanga	pkjnyqanga	onunywagga
oteeketeeke	steeketeeke	oteeoegeeke	oterndtweke
n'atonda	n'atonna	n'aronda	g'atknda
kw'ensi	kw'ehsi	lw'ensi	kw'snsi
totabaala	totabiala	gotabzsla	toyanazla
balagira	bylagira	balzgoga	balqyira
ettukuvu	ettuyuvu	dttykuvi	strujuvu
mutukuze	mutckuze	mugkkuzr	mutukizd
ndikufuula	ndikufuhla	bdikjfukla	ndkkifuuma
antegeeza	antereeza	antegdrzq	qntegreza
asekerera	asekereraf	awdkerega	wsekfeera
bunywezebwa	bunywezebwaw	binywrzsbwa	bumywfzebsa
n'ayigganya	n'ayigganda	n'ayigyajys	h'aykhgwnya
bitali	bitalid	nitsii	nifaoi
